DEPARTAMENTO	SETOR	SECRETARIA	SECRETARIA.1
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE VITÓRIA DO XINGU	UCR VITÓRIA DO XINGU	SAGO	DAP
CASA DE HUMANIZAÇÃO, ASSISTÊNCIA E PROTEÇÃO AO APENADO DE ALTAMIRA	CHAPA ALTAMIRA	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE VITÓRIA DO XINGU	UCR VITÓRIA DO XINGU	SAGO	DAP
CORREGEDORIA GERAL PENITENCIÁRIA	CGP	SAGA	CGP
CORREGEDORIA GERAL PENITENCIÁRIA	CGP	SAGA	CGP
CORREGEDORIA GERAL PENITENCIÁRIA	CGP	SAGA	CGP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE SÃO FÉLIX DO XINGU	UCR SÃO FÉLIX DO XINGU	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE REDENÇÃO	UCR REDENÇÃO	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE SÃO FÉLIX DO XINGU	UCR SÃO FÉLIX DO XINGU	SAGO	DAP
UNIDADE DE CUSTÓDIA E REINSERÇÃO DE SÃO FÉLIX DO XINGU	UCR SÃO FÉLIX DO XINGU	SAGO	DAP
